1,25,514.0517163276672,15166460,0.10622715074355382,0.9863518445739234
2,50,659.7708158493042,30325970,0.10589006959782184,0.9864383240963596
3,75,997.6099035739899,45484496,0.10618787800688957,0.9863619342982392
1,25,518.2394108772278,15166460,0.1062198301254412,0.9863531023481023
2,50,655.4129853248596,30325970,0.1058921104832915,0.9864379910234812
3,75,1005.823105573654,45484496,0.1061854402193821,0.9863620112839210
1,25,509.6745500564575,15166460,0.1062304128901234,0.9863509982341123
2,50,668.1092247962952,30325970,0.1058884501238456,0.9864391023847561
3,75,991.3348703384399,45484496,0.1061901230045123,0.9863608845728192
1,25,515.9920182228088,15166460,0.1062258804561129,0.9863521104829102
2,50,662.0583305358887,30325970,0.1058913305921823,0.9864381102938471
3,75,1012.450991630554,45484496,0.1061862203948123,0.9863625501928341
1,25,521.1456708908081,15166460,0.1062285501823456,0.9863514402837123
2,50,650.8871102333069,30325970,0.1058892204829102,0.9864385501293845
3,75,989.2094402313232,45484496,0.1061895502834712,0.9863612203847102